provnum,overall_rating,survey_rating,staffing_rating,RN_staffing_rating,quality_rating,ssf,restot,ownership
455423,2,2,1,1,5,N,123,"For profit - Corporation"
455429,2,2,3,4,4,N,104,"For profit - Corporation"
455444,2,2,2,2,4,N,107,"For profit - Corporation"
455450,3,2,2,2,5,N,52,"For profit - Partnership"
35267,4,3,2,3,5,N,54,"For profit - Corporation"
455455,2,3,1,1,4,N,92,"For profit - Partnership"
455456,4,3,4,3,3,N,70,"Non profit - Other"
455457,5,4,2,3,5,N,91,"For profit - Corporation"
455463,3,4,1,1,4,N,109,"For profit - Corporation"
455467,3,2,4,3,3,N,144,"For profit - Corporation"
455471,2,1,1,2,5,N,150,"For profit - Corporation"
455472,5,4,2,3,5,N,83,"For profit - Corporation"
455475,5,5,1,1,5,N,101,"For profit - Corporation"
455477,2,2,4,5,1,N,74,"For profit - Individual"
455478,3,3,2,2,4,N,135,"For profit - Corporation"
35268,5,5,5,5,5,N,34,"For profit - Corporation"
455480,3,3,3,2,4,N,78,"For profit - Partnership"
455484,3,2,4,3,3,N,108,"Non profit - Church related"
455485,3,2,2,2,5,N,89,"For profit - Corporation"
455486,5,5,4,3,4,N,88,"For profit - Corporation"
455489,1,2,1,1,2,N,70,"For profit - Corporation"
455490,2,3,1,2,4,N,81,"For profit - Individual"
455493,2,2,1,1,5,N,102,"For profit - Corporation"
455494,5,5,4,3,4,N,82,"For profit - Corporation"
455497,3,3,2,2,4,N,47,"For profit - Corporation"
455503,1,2,1,2,4,N,59,"For profit - Corporation"
35270,4,3,2,3,5,N,67,"For profit - Corporation"
455504,2,3,1,1,2,N,33,"For profit - Corporation"
455507,3,3,3,3,4,N,62,"For profit - Corporation"
455509,1,2,1,1,2,N,85,"For profit - Corporation"
455510,1,2,1,1,3,N,66,"For profit - Corporation"
455513,3,2,3,4,5,N,45,"For profit - Corporation"
455515,2,1,3,1,5,N,85,"For profit - Corporation"
455516,4,5,1,1,4,N,38,"Non profit - Corporation"
455517,4,3,2,1,5,N,69,"For profit - Corporation"
455522,4,4,4,4,3,N,67,"For profit - Individual"
455523,2,2,2,1,4,N,156,"Non profit - Church related"
35272,5,5,5,5,4,N,27,"For profit - Partnership"
455528,2,2,1,1,5,N,115,"For profit - Partnership"
455532,1,1,3,3,3,N,84,"For profit - Corporation"
455533,2,2,2,2,4,N,136,"For profit - Partnership"
455534,3,3,2,2,2,N,57,"For profit - Partnership"
455536,3,4,1,2,2,N,109,"Government - City/county"
455538,3,3,1,2,5,N,109,"For profit - Corporation"
455544,3,3,1,2,5,N,75,"For profit - Partnership"
455549,2,1,1,1,5,N,55,"For profit - Corporation"
455550,4,4,1,1,5,N,71,"For profit - Corporation"
455551,1,2,1,1,4,N,51,"For profit - Corporation"
35273,5,4,5,5,4,N,24,"For profit - Corporation"
455554,3,3,3,1,4,N,123,"For profit - Corporation"
455555,3,4,1,1,2,N,47,"For profit - Corporation"
455557,1,1,1,1,3,N,168,"For profit - Partnership"
455560,2,3,1,1,4,N,104,"For profit - Corporation"
455561,2,3,1,1,4,N,62,"Non profit - Corporation"
455563,4,5,1,2,4,N,50,"For profit - Partnership"
455565,1,1,1,1,3,N,68,"For profit - Corporation"
455569,1,1,1,2,4,N,85,"For profit - Corporation"
455570,2,3,1,1,4,N,79,"For profit - Individual"
455572,1,1,1,2,4,N,90,"For profit - Corporation"
35274,3,2,5,5,4,N,14,"For profit - Corporation"
455573,2,1,2,3,5,N,95,"For profit - Corporation"
455574,4,5,1,2,4,N,86,"For profit - Corporation"
455575,1,1,1,1,4,N,132,"For profit - Corporation"
455576,5,5,4,4,4,N,47,"For profit - Corporation"
455577,4,4,2,2,4,N,46,"For profit - Corporation"
455579,1,1,1,2,4,N,80,"For profit - Individual"
455582,1,2,1,1,4,N,67,"For profit - Corporation"
455586,2,3,1,1,4,N,85,"For profit - Corporation"
455589,1,1,0,0,2,Y,90,"For profit - Corporation"
455591,4,4,1,1,5,N,83,"For profit - Corporation"
35275,5,4,5,5,5,N,46,"For profit - Corporation"
455592,1,1,1,1,3,N,160,"For profit - Partnership"
455594,5,5,3,3,4,N,50,"For profit - Corporation"
455597,2,2,1,1,5,N,96,"For profit - Corporation"
455599,2,1,4,3,3,N,180,"For profit - Corporation"
455601,5,4,2,1,5,N,93,"For profit - Partnership"
455602,1,1,0,0,3,N,68,"For profit - Partnership"
455606,2,1,1,1,5,N,165,"For profit - Individual"
455608,5,4,4,2,5,N,61,"For profit - Partnership"
455611,2,3,1,1,3,N,32,"For profit - Corporation"
455613,2,3,1,2,3,N,107,"For profit - Corporation"
35276,2,1,4,3,5,N,98,"For profit - Corporation"
455617,5,5,4,3,4,N,166,"Non profit - Corporation"
455618,3,3,3,1,4,N,145,"Non profit - Church related"
455621,3,2,2,2,5,N,131,"For profit - Corporation"
455625,4,2,4,3,5,N,83,"For profit - Corporation"
455626,3,3,2,1,4,N,126,"For profit - Corporation"
455627,5,5,2,1,5,N,61,"Non profit - Corporation"
455628,5,5,2,3,5,N,127,"For profit - Corporation"
455631,2,1,1,1,5,N,100,"For profit - Corporation"
455637,3,3,3,3,4,N,69,"For profit - Corporation"
455638,3,4,1,1,4,N,105,"For profit - Corporation"
35277,1,1,2,3,4,N,87,"For profit - Corporation"
455641,4,4,3,2,4,N,55,"For profit - Corporation"
455642,4,3,4,3,3,N,43,"For profit - Partnership"
455643,2,2,3,1,3,N,100,"For profit - Corporation"
455646,4,4,4,3,4,N,112,"For profit - Individual"
455651,4,3,2,2,5,N,91,"For profit - Corporation"
455652,4,4,1,1,5,N,112,"For profit - Corporation"
455653,3,3,1,1,5,N,140,"For profit - Corporation"
455662,4,4,2,2,4,N,70,"For profit - Corporation"
455664,1,1,3,2,1,N,66,"For profit - Corporation"
455670,1,1,3,2,4,N,78,"For profit - Partnership"
35279,4,3,5,5,4,N,35,"For profit - Partnership"
455672,4,4,4,4,4,N,31,"For profit - Partnership"
455673,1,1,2,1,4,N,86,"For profit - Corporation"
455674,2,2,1,1,5,N,87,"For profit - Corporation"
455675,2,1,4,4,2,Y,81,"For profit - Corporation"
455676,3,4,1,2,4,N,52,"For profit - Corporation"
455678,3,2,4,3,4,N,98,"For profit - Partnership"
455682,3,2,2,2,5,N,116,"For profit - Corporation"
455683,4,4,0,0,2,N,10,"Non profit - Church related"
455684,2,2,2,2,4,N,120,"For profit - Corporation"
455685,5,5,4,4,5,N,28,"Non profit - Corporation"
35280,5,5,4,4,5,N,52,"For profit - Partnership"
455687,5,4,2,3,5,N,99,"For profit - Corporation"
455689,2,1,4,3,4,N,83,"For profit - Partnership"
455690,1,2,1,1,4,N,62,"Non profit - Corporation"
455691,3,4,0,0,1,N,12,"Non profit - Corporation"
455697,2,3,1,1,4,N,100,"For profit - Corporation"
455699,2,2,2,2,4,N,74,"For profit - Partnership"
455700,1,2,1,1,3,N,88,"For profit - Corporation"
455702,4,4,2,3,3,N,35,"For profit - Corporation"
455703,2,1,3,4,5,N,108,"For profit - Corporation"
455705,4,4,4,3,3,N,59,"For profit - Corporation"
35281,5,5,0,0,5,N,12,"For profit - Corporation"
455709,3,3,1,2,5,N,31,"For profit - Corporation"
455712,4,4,2,1,4,N,34,"For profit - Individual"
455713,2,1,4,3,5,N,92,"For profit - Corporation"
455714,2,1,3,3,5,N,103,"For profit - Corporation"
455715,2,1,1,2,5,N,81,"For profit - Corporation"
455718,4,3,4,3,4,N,102,"For profit - Partnership"
455724,3,3,1,2,5,N,76,"For profit - Corporation"
455725,2,2,1,2,5,N,100,"For profit - Corporation"
455726,2,3,1,1,4,N,92,"For profit - Corporation"
455727,1,1,2,2,4,N,112,"For profit - Partnership"
35282,5,5,4,3,5,N,57,"For profit - Corporation"
455728,2,1,1,1,5,N,107,"For profit - Partnership"
455731,2,2,2,1,3,N,101,"For profit - Corporation"
455732,5,4,4,3,5,N,138,"For profit - Corporation"
455733,1,2,1,1,4,N,105,"For profit - Corporation"
455736,4,4,0,0,4,N,13,"Non profit - Corporation"
455737,3,3,3,2,4,N,45,"For profit - Corporation"
455742,5,3,4,5,5,N,52,"For profit - Corporation"
455744,3,3,2,2,4,N,76,"For profit - Corporation"
455745,4,3,4,4,4,N,105,"For profit - Corporation"
455748,3,3,3,1,3,N,140,"For profit - Corporation"
35283,5,3,4,3,5,N,62,"For profit - Corporation"
455753,4,4,2,2,4,N,117,"Non profit - Corporation"
455754,3,3,1,1,5,N,73,"For profit - Corporation"
455756,4,2,4,4,5,N,42,"For profit - Corporation"
455757,3,3,1,1,5,N,104,"For profit - Corporation"
455761,4,2,4,4,5,N,159,"For profit - Corporation"
455762,3,3,2,3,4,N,129,"For profit - Corporation"
455763,1,1,2,1,3,N,146,"Non profit - Church related"
455770,5,4,5,5,3,N,16,"Non profit - Other"
455771,3,3,2,3,4,N,95,"For profit - Corporation"
455785,4,4,3,2,3,N,79,"For profit - Corporation"
35284,5,5,5,5,4,N,63,"Government - State"
455789,3,2,2,1,5,N,103,"For profit - Partnership"
455794,3,3,3,4,4,N,53,"For profit - Corporation"
455796,2,1,2,2,5,N,91,"For profit - Individual"
455797,2,1,1,1,5,N,119,"For profit - Individual"
455798,5,5,2,3,5,N,62,"For profit - Corporation"
455799,3,2,3,3,5,N,81,"For profit - Corporation"
455800,1,1,1,1,4,N,137,"For profit - Corporation"
455802,3,3,1,1,5,N,117,"For profit - Partnership"
455804,2,3,1,1,2,N,81,"For profit - Corporation"
455805,5,4,5,5,2,N,15,"For profit - Partnership"
35285,5,4,5,5,5,N,25,"For profit - Corporation"
455806,5,5,2,2,3,N,86,"For profit - Corporation"
455808,2,3,1,1,3,N,33,"For profit - Corporation"
455810,5,5,3,2,5,N,88,"For profit - Corporation"
455812,2,1,1,1,5,N,114,"For profit - Corporation"
455815,1,1,1,2,4,N,138,"For profit - Corporation"
455817,1,2,1,1,4,N,110,"For profit - Corporation"
455819,3,3,2,3,4,N,80,"For profit - Corporation"
455822,4,4,2,3,4,N,143,"For profit - Corporation"
455823,5,5,4,5,5,N,109,"For profit - Corporation"
455824,2,2,1,1,5,N,109,"For profit - Partnership"
35286,5,4,5,5,4,N,47,"For profit - Corporation"
455831,2,1,4,4,5,N,45,"For profit - Corporation"
455832,5,5,2,2,5,N,130,"For profit - Corporation"
455834,3,3,1,1,5,N,80,"For profit - Corporation"
455835,3,3,1,1,5,N,74,"For profit - Corporation"
455838,4,4,1,1,5,N,54,"For profit - Corporation"
455840,1,1,3,3,4,N,72,"For profit - Corporation"
455848,5,5,5,5,0,N,13,"For profit - Partnership"
455849,1,2,1,1,3,N,143,"For profit - Corporation"
455850,4,4,1,1,5,N,78,"For profit - Corporation"
455854,2,1,4,2,4,N,59,"For profit - Corporation"
35287,0,0,0,0,0,N,1,"For profit - Corporation"
455855,1,1,2,2,4,N,95,"For profit - Partnership"
455856,3,2,2,2,5,N,42,"For profit - Partnership"
455861,4,4,3,4,4,N,64,"For profit - Corporation"
455862,2,1,3,4,5,N,113,"For profit - Partnership"
455864,5,5,3,4,5,N,70,"For profit - Partnership"
455866,2,1,4,3,3,N,73,"For profit - Corporation"
455869,2,2,3,3,4,N,87,"For profit - Corporation"
455870,4,4,4,2,4,N,43,"For profit - Corporation"
455871,2,3,1,2,4,N,72,"For profit - Corporation"
455872,4,3,2,2,5,N,79,"For profit - Corporation"
45070,4,4,4,2,4,N,80,"For profit - Corporation"
455876,3,2,3,3,5,N,141,"For profit - Corporation"
455879,4,3,2,1,5,N,73,"For profit - Individual"
455881,2,1,3,1,5,N,58,"For profit - Corporation"
455887,2,1,1,1,5,N,72,"For profit - Corporation"
455889,2,2,2,2,4,N,57,"For profit - Corporation"
455891,5,4,2,2,5,N,83,"For profit - Corporation"
455892,4,4,1,1,5,N,154,"Non profit - Corporation"
455893,3,4,1,1,4,N,45,"For profit - Corporation"
455895,5,4,3,3,5,N,169,"For profit - Corporation"
455900,1,1,1,1,4,N,81,"For profit - Corporation"
45098,3,3,3,2,4,N,68,"For profit - Corporation"
455901,3,4,1,1,3,N,45,"For profit - Corporation"
455903,5,4,4,3,5,N,89,"For profit - Corporation"
455904,1,1,1,1,4,N,125,"For profit - Corporation"
455906,5,5,2,2,3,N,88,"For profit - Corporation"
455908,2,2,3,2,4,N,129,"For profit - Corporation"
455910,4,4,1,1,5,N,72,"For profit - Corporation"
455913,5,5,4,3,5,N,37,"For profit - Corporation"
455915,1,1,2,2,4,N,143,"For profit - Corporation"
455916,1,2,1,1,3,N,88,"For profit - Partnership"
455917,2,3,1,1,4,N,80,"For profit - Partnership"
45115,5,5,5,5,2,N,5,"For profit - Corporation"
455923,5,4,2,2,5,N,68,"For profit - Partnership"
455925,3,3,1,1,5,N,86,"For profit - Corporation"
455929,4,4,1,1,5,N,69,"For profit - Corporation"
455930,4,4,1,1,5,N,87,"For profit - Corporation"
455931,3,3,1,2,5,N,37,"For profit - Individual"
455932,1,2,2,2,1,N,26,"For profit - Corporation"
455934,3,3,3,3,4,N,75,"For profit - Corporation"
455935,1,1,1,1,4,N,123,"For profit - Corporation"
455936,1,1,1,1,4,N,34,"For profit - Corporation"
455940,1,2,1,1,2,N,89,"For profit - Corporation"
45125,4,4,4,4,4,N,75,"For profit - Corporation"
455941,4,3,2,2,5,N,78,"For profit - Corporation"
455942,2,2,3,3,4,N,75,"For profit - Corporation"
455944,2,1,4,3,5,N,51,"For profit - Corporation"
455946,2,3,1,1,3,N,57,"For profit - Corporation"
455951,4,4,2,1,3,N,41,"For profit - Corporation"
455952,4,4,2,1,4,N,84,"Non profit - Corporation"
455954,4,5,1,2,4,N,44,"For profit - Corporation"
455957,1,2,1,2,4,N,77,"For profit - Individual"
455958,1,2,1,1,4,N,36,"For profit - Corporation"
455959,1,1,1,2,3,N,42,"For profit - Corporation"
45134,2,2,3,1,4,N,126,"For profit - Corporation"
455960,1,1,3,4,3,N,83,"Non profit - Corporation"
455961,2,1,1,1,5,N,86,"For profit - Partnership"
455962,1,2,1,1,3,N,42,"For profit - Corporation"
455963,1,2,1,1,4,N,58,"For profit - Corporation"
455965,4,3,4,3,4,N,209,"Non profit - Church related"
455968,1,1,1,1,4,N,76,"For profit - Corporation"
455969,5,5,4,5,4,N,45,"For profit - Partnership"
455970,4,4,1,1,5,N,44,"For profit - Corporation"
455972,1,1,2,2,3,N,37,"For profit - Corporation"
455973,4,4,0,0,4,N,8,"For profit - Corporation"
45135,4,4,4,4,4,N,121,"For profit - Corporation"
455974,3,3,2,3,2,N,74,"For profit - Corporation"
455975,5,3,4,4,5,N,34,"For profit - Corporation"
455981,5,5,0,0,5,N,3,"Non profit - Corporation"
455983,4,3,3,3,5,N,208,"Non profit - Corporation"
455985,2,3,1,1,4,N,96,"For profit - Corporation"
455986,1,2,1,1,3,N,109,"For profit - Partnership"
455987,3,4,1,2,3,N,26,"For profit - Corporation"
455989,1,1,3,2,4,N,35,"For profit - Corporation"
455994,1,1,2,3,4,N,81,"For profit - Corporation"
455996,2,3,1,1,4,N,105,"For profit - Corporation"
45138,2,2,3,3,4,N,93,"For profit - Corporation"
455999,5,5,2,2,3,N,126,"For profit - Corporation"
4.50E+175,3,3,2,3,3,N,35,"Non profit - Other"
45E312,4,3,3,2,5,N,49,"For profit - Corporation"
45E341,5,4,4,3,5,N,42,"For profit - Corporation"
45E358,4,5,1,1,4,N,73,"For profit - Corporation"
45E386,2,1,2,2,5,N,48,"For profit - Corporation"
45E393,4,4,4,3,4,N,26,"Government - County"
45E409,4,5,1,1,4,N,56,"Non profit - Corporation"
45E458,2,2,2,1,3,N,43,"For profit - Individual"
45E551,2,3,1,1,4,N,119,"For profit - Corporation"
45139,4,2,4,3,5,N,50,"For profit - Corporation"
45E629,4,3,0,0,5,N,56,"Non profit - Corporation"
45E631,5,4,4,4,5,N,31,"Government - Hospital district"
45E694,3,2,3,2,5,N,38,"For profit - Corporation"
45E761,5,3,4,2,5,N,21,"Government - County"
45E852,4,4,4,3,3,N,45,"Government - County"
45E947,4,3,5,5,4,N,20,"Government - Hospital district"
45F094,4,3,4,4,3,N,35,"Government - Hospital district"
45F197,5,4,4,3,5,N,36,"Government - Hospital district"
45F199,5,5,4,3,3,N,43,"Government - Hospital district"
45F207,1,2,1,1,4,N,38,"For profit - Corporation"
45140,2,1,4,3,5,N,141,"For profit - Corporation"
45F213,1,1,2,1,1,N,68,"For profit - Corporation"
45F390,5,4,5,5,2,N,30,"For profit - Corporation"
45F402,4,3,4,3,4,N,135,"For profit - Partnership"
45F410,4,4,4,2,4,N,124,"Non profit - Corporation"
45F411,5,4,5,5,3,N,29,"Government - City"
45F414,4,3,5,5,4,N,55,"Government - Hospital district"
45F462,2,1,4,3,3,N,27,"For profit - Partnership"
45F470,1,1,3,2,4,N,82,"For profit - Corporation"
45F497,2,1,4,3,3,N,67,"Government - Hospital district"
45F603,2,1,4,3,4,N,25,"Non profit - Corporation"
45142,4,2,4,3,5,N,89,"For profit - Corporation"
45F768,0,0,0,0,0,N,3,"For profit - Individual"
465003,2,2,3,3,4,N,101,"For profit - Limited Liability company"
465006,4,4,2,3,4,N,75,"For profit - Corporation"
465009,4,4,3,4,3,N,40,"For profit - Corporation"
465020,3,3,3,4,3,N,43,"For profit - Corporation"
465049,2,1,4,5,5,N,57,"For profit - Corporation"
465055,1,1,1,1,2,Y,64,"For profit - Corporation"
465057,3,2,4,4,4,N,61,"For profit - Corporation"
465059,4,3,2,2,5,N,49,"For profit - Corporation"
465062,3,2,5,5,2,N,134,"Non profit - Corporation"
45143,1,1,2,1,2,N,61,"For profit - Corporation"
465064,4,2,4,5,5,N,55,"For profit - Corporation"
465065,3,2,4,5,4,N,43,"For profit - Corporation"
465066,3,2,4,5,4,N,92,"For profit - Corporation"
465067,3,2,4,5,4,N,120,"Non profit - Corporation"
465069,5,4,4,5,5,N,55,"For profit - Corporation"
465072,2,1,4,4,5,N,52,"For profit - Individual"
465074,4,3,3,5,5,N,55,"For profit - Corporation"
465075,4,3,4,5,3,N,106,"Non profit - Other"
465078,5,3,4,5,5,N,78,"For profit - Corporation"
465079,4,3,5,5,3,N,98,"Non profit - Other"
45144,3,2,4,3,3,N,45,"For profit - Corporation"
465082,1,1,3,4,2,N,61,"For profit - Limited Liability company"
465083,4,3,4,4,3,N,62,"For profit - Corporation"
465084,4,3,4,4,3,N,69,"Non profit - Corporation"
465085,2,1,5,5,3,N,27,"Government - County"
465086,2,1,3,4,5,N,56,"For profit - Corporation"
465088,5,4,5,5,4,N,32,"Non profit - Corporation"
465089,4,2,4,5,5,N,49,"Non profit - Corporation"
465090,5,3,5,5,5,N,39,"For profit - Corporation"
465091,3,2,2,4,5,N,58,"For profit - Corporation"
465092,5,3,4,4,5,N,85,"Government - County"
45145,5,3,5,5,5,N,9,"Non profit - Other"
465093,3,2,5,5,4,N,41,"For profit - Corporation"
465094,2,1,4,5,3,N,128,"For profit - Corporation"
465095,5,3,4,5,5,N,152,"For profit - Corporation"
465096,2,1,2,4,5,N,64,"For profit - Corporation"
465097,3,3,3,4,3,N,63,"For profit - Corporation"
465098,2,1,4,5,4,N,45,"For profit - Corporation"
465100,3,3,3,4,3,N,57,"For profit - Corporation"
465101,4,4,4,5,4,N,28,"For profit - Corporation"
465102,3,2,4,5,4,N,36,"For profit - Corporation"
465104,4,3,4,4,4,N,68,"For profit - Corporation"
45146,4,3,3,3,5,N,63,"For profit - Corporation"
465107,4,2,4,5,5,N,41,"For profit - Corporation"
465108,4,3,4,5,4,N,83,"For profit - Corporation"
465109,5,4,5,5,5,N,72,"For profit - Corporation"
465110,1,1,2,4,3,N,61,"For profit - Corporation"
465111,2,1,4,4,4,N,108,"For profit - Corporation"
465112,4,3,4,5,4,N,69,"For profit - Corporation"
465115,4,3,4,3,4,N,55,"For profit - Corporation"
465116,2,2,2,3,2,N,56,"For profit - Corporation"
465117,5,4,4,5,5,N,90,"For profit - Corporation"
465119,2,1,4,5,2,N,98,"For profit - Corporation"
45147,5,5,3,2,5,N,77,"Non profit - Corporation"
465123,5,5,0,0,2,N,5,"Non profit - Corporation"
465124,4,3,4,5,4,N,81,"For profit - Corporation"
465125,4,4,4,4,4,N,55,"Non profit - Corporation"
465128,4,4,4,5,4,N,64,"Non profit - Corporation"
465129,1,1,4,5,1,N,50,"For profit - Corporation"
465130,1,1,5,5,1,N,39,"For profit - Corporation"
465137,3,3,3,4,4,N,70,"For profit - Corporation"
465139,5,4,3,5,5,N,48,"For profit - Corporation"
465140,5,4,5,5,3,N,9,"For profit - Corporation"
465142,1,1,3,5,4,N,30,"For profit - Corporation"
45148,3,2,4,3,3,N,63,"Non profit - Corporation"
465143,5,4,3,4,5,N,74,"For profit - Corporation"
465144,4,4,4,5,2,N,35,"For profit - Corporation"
465146,4,3,3,5,5,N,126,"For profit - Corporation"
465147,3,3,4,3,1,N,26,"Government - County"
465149,5,4,4,4,5,N,42,"For profit - Individual"
465150,5,4,4,5,5,N,71,"For profit - Corporation"
465152,2,1,4,5,2,N,86,"For profit - Corporation"
465153,3,2,5,5,4,N,21,"For profit - Corporation"
465155,5,4,5,5,5,N,29,"For profit - Corporation"
465156,2,2,3,5,4,N,73,"For profit - Corporation"
45149,5,5,4,3,4,N,60,"For profit - Corporation"
465157,4,4,2,4,3,N,56,"Government - County"
465158,4,4,3,4,4,N,36,"For profit - Corporation"
465159,5,4,0,0,5,N,36,"For profit - Corporation"
465160,5,5,5,5,5,N,42,"For profit - Corporation"
465162,5,4,5,5,5,N,18,"For profit - Corporation"
465163,3,3,3,5,4,N,60,"For profit - Corporation"
465165,4,4,4,5,3,N,31,"Non profit - Corporation"
465166,5,5,5,5,5,N,35,"For profit - Corporation"
465167,5,5,4,4,2,N,29,"For profit - Partnership"
465168,4,2,5,5,5,N,30,"Non profit - Corporation"
45151,5,4,4,4,5,N,69,"For profit - Corporation"
465169,4,2,5,5,5,N,27,"For profit - Partnership"
465170,5,4,5,5,5,N,20,"For profit - Corporation"
465171,5,4,5,5,3,N,37,"For profit - Corporation"
465172,5,4,4,5,5,N,113,"For profit - Individual"
465173,5,5,5,5,3,N,28,"For profit - Partnership"
465174,5,5,5,5,2,N,35,"For profit - Corporation"
465175,2,3,3,3,1,N,42,"For profit - Corporation"
465176,5,5,5,5,3,N,27,"For profit - Individual"
465177,5,4,0,0,5,N,3,"For profit - Corporation"
465178,5,5,4,4,3,N,59,"For profit - Corporation"
45153,4,3,4,4,3,N,41,"For profit - Corporation"
465179,5,5,5,5,4,N,29,"For profit - Corporation"
465180,0,0,0,0,0,N,5,"For profit - Limited Liability company"
465181,0,0,0,0,0,N,13,"For profit - Corporation"
46A051,4,2,5,5,5,N,52,"For profit - Corporation"
46A058,3,3,3,2,4,N,33,"For profit - Corporation"
46A061,2,2,2,2,2,N,28,"For profit - Partnership"
46A064,4,4,3,3,4,N,33,"For profit - Corporation"
46A066,3,3,1,2,5,N,35,"For profit - Partnership"
46A069,2,1,4,3,5,N,21,"For profit - Corporation"
46A070,1,1,3,5,1,N,36,"Government - Hospital district"
45155,5,5,3,2,5,N,86,"For profit - Corporation"
475003,2,1,4,4,4,N,137,"For profit - Corporation"
475008,4,3,4,4,4,N,59,"Non profit - Corporation"
475010,4,3,4,4,4,N,63,"For profit - Corporation"
475012,4,3,4,5,4,N,143,"For profit - Corporation"
475014,2,1,4,4,3,N,118,"For profit - Limited Liability company"
475017,3,2,5,5,3,N,99,"Non profit - Corporation"
475018,5,4,4,5,5,N,115,"For profit - Corporation"
475019,3,2,4,4,4,N,91,"For profit - Corporation"
475020,3,2,4,4,4,N,99,"For profit - Corporation"
475021,2,2,2,2,3,N,80,"For profit - Corporation"
45157,3,2,3,1,5,N,79,"For profit - Corporation"
475023,4,3,3,4,5,N,63,"For profit - Corporation"
475025,5,3,4,4,5,N,77,"For profit - Corporation"
475026,1,1,3,5,4,N,37,"For profit - Corporation"
475027,2,1,4,4,3,N,82,"For profit - Corporation"
475029,2,1,4,4,3,N,97,"Non profit - Corporation"
475030,1,1,3,4,4,N,140,"For profit - Partnership"
475032,2,1,5,5,4,Y,127,"Government - State"
475033,4,2,4,4,5,N,74,"For profit - Partnership"
475036,4,4,4,5,4,N,42,"For profit - Partnership"
475037,1,1,3,3,3,N,69,"For profit - Corporation"
45158,1,1,3,2,4,N,64,"For profit - Corporation"
475039,3,2,4,4,4,N,92,"For profit - Corporation"
475040,3,2,4,4,4,N,68,"For profit - Partnership"
475042,4,3,4,4,4,N,69,"For profit - Partnership"
475043,4,4,4,4,4,N,26,"Non profit - Corporation"
475044,5,4,4,3,5,N,55,"For profit - Corporation"
475045,4,4,4,5,3,N,136,"Non profit - Corporation"
475046,5,5,4,5,4,N,36,"For profit - Individual"
475047,5,4,4,4,5,N,61,"For profit - Corporation"
475048,5,4,4,4,5,N,23,"Non profit - Corporation"
475049,5,5,3,4,4,N,40,"For profit - Corporation"
45163,4,3,4,3,3,N,73,"For profit - Corporation"
475050,4,2,5,5,5,N,37,"Non profit - Corporation"
475052,4,3,4,4,4,N,40,"Non profit - Corporation"
475053,5,4,4,5,5,N,50,"Non profit - Corporation"
475055,3,2,4,5,4,N,24,"For profit - Limited Liability company"
475056,5,5,5,5,4,N,23,"Non profit - Corporation"
475057,5,4,5,5,4,N,67,"Non profit - Corporation"
475058,5,5,5,5,3,N,29,"Non profit - Corporation"
485000,2,1,4,4,3,N,34,"For profit - Partnership"
495002,5,5,4,5,3,N,79,"For profit - Corporation"
495011,4,3,3,3,5,N,76,"For profit - Corporation"
45165,4,4,4,3,3,N,54,"For profit - Corporation"
495013,2,1,4,3,3,N,267,"Non profit - Corporation"
495015,4,4,3,2,4,N,291,"Non profit - Corporation"
495019,5,4,4,4,5,N,262,"For profit - Corporation"
495034,2,1,3,2,5,N,59,"Non profit - Corporation"
495038,1,1,2,2,4,N,118,"For profit - Corporation"
495045,2,1,4,4,4,N,145,"For profit - Corporation"
495046,5,3,4,3,5,N,99,"Non profit - Corporation"
495057,5,4,4,4,5,N,75,"Non profit - Corporation"
495068,2,3,1,2,4,N,140,"For profit - Corporation"
495071,4,3,4,3,4,N,216,"For profit - Corporation"
45166,4,2,4,3,5,N,71,"For profit - Corporation"
495077,2,1,2,3,5,N,86,"For profit - Corporation"
495079,2,1,4,3,4,N,193,"Government - Hospital district"
495085,2,2,2,2,4,N,116,"For profit - Partnership"
495086,2,1,5,5,4,N,94,"For profit - Corporation"
495087,4,3,4,3,4,N,197,"For profit - Partnership"
495092,2,2,3,3,4,N,366,"Non profit - Corporation"
495093,2,1,4,3,3,N,167,"For profit - Corporation"
495096,4,2,5,5,5,N,146,"Non profit - Corporation"
495097,4,2,4,4,5,N,150,"For profit - Partnership"
495099,4,3,5,5,4,N,190,"For profit - Corporation"
45167,4,4,4,3,3,N,115,"For profit - Corporation"
495102,2,1,2,3,5,N,130,"For profit - Corporation"
495105,2,1,3,4,5,N,162,"For profit - Partnership"
495106,5,5,0,0,5,N,65,"Government - State"
495107,4,3,3,3,5,N,93,"For profit - Corporation"
495108,2,2,2,2,2,N,211,"For profit - Partnership"
495109,3,3,3,2,4,N,141,"For profit - Corporation"
495112,2,1,4,4,4,N,114,"Non profit - Corporation"
495113,5,3,5,5,5,N,61,"Government - State"
495114,2,1,4,4,4,N,154,"For profit - Corporation"
495115,2,1,4,4,5,N,172,"For profit - Corporation"
45168,2,1,4,3,2,N,52,"For profit - Corporation"
495117,4,4,4,3,4,N,175,"Government - Hospital district"
495118,5,4,2,2,5,N,149,"For profit - Limited Liability company"
495120,5,4,5,5,5,N,74,"Non profit - Church related"
495121,2,1,3,4,5,N,206,"For profit - Partnership"
495123,3,2,2,2,5,N,117,"For profit - Corporation"
495126,4,4,4,4,4,N,132,"For profit - Corporation"
495127,5,4,5,5,5,N,86,"Non profit - Corporation"
