provnum,overall_rating,survey_rating,staffing_rating,RN_staffing_rating,quality_rating,ssf,restot,ownership
265609,4,2,4,4,5,N,43,"For profit - Individual"
265610,5,5,4,3,5,N,66,"For profit - Individual"
265611,5,3,4,5,5,N,48,"For profit - Corporation"
265614,2,1,4,4,4,N,53,"For profit - Corporation"
265617,1,1,3,3,4,N,116,"Non profit - Corporation"
265618,2,2,3,3,4,N,71,"For profit - Corporation"
265620,2,2,3,2,3,N,62,"For profit - Corporation"
265621,4,3,4,4,3,N,40,"For profit - Corporation"
265625,4,3,4,2,3,N,67,"Non profit - Corporation"
265627,4,4,0,0,4,N,25,"For profit - Corporation"
265629,4,2,4,4,5,N,35,"For profit - Corporation"
265632,5,5,3,4,5,N,44,"Government - City/county"
265633,2,1,3,2,5,N,69,"For profit - Corporation"
265634,5,5,4,3,3,N,60,"Non profit - Church related"
265636,5,4,5,5,5,N,32,"Non profit - Corporation"
265637,1,1,3,2,4,N,97,"For profit - Corporation"
265638,4,3,4,2,2,N,86,"Government - County"
265639,5,5,5,5,3,N,41,"Non profit - Church related"
265643,3,2,4,4,4,N,30,"For profit - Corporation"
265644,4,3,4,4,3,N,53,"For profit - Corporation"
265645,3,3,2,1,4,N,61,"For profit - Corporation"
265646,4,2,4,3,5,N,49,"For profit - Corporation"
265647,3,3,3,2,4,N,114,"For profit - Corporation"
265648,5,4,2,3,5,N,48,"For profit - Corporation"
265649,4,4,2,3,3,N,39,"For profit - Corporation"
265651,5,5,1,1,5,N,93,"For profit - Corporation"
265652,4,3,4,4,2,N,67,"For profit - Corporation"
265654,4,3,3,2,5,N,80,"For profit - Corporation"
265655,5,5,4,3,3,N,56,"Government - County"
265656,1,1,2,3,3,N,73,"For profit - Corporation"
265657,2,1,4,3,2,N,70,"For profit - Corporation"
265661,5,4,3,2,5,N,69,"Non profit - Corporation"
265663,2,2,2,2,4,N,66,"For profit - Corporation"
265664,3,2,4,3,3,N,114,"For profit - Corporation"
265665,2,1,4,4,5,N,40,"For profit - Individual"
265666,5,3,4,4,5,N,38,"For profit - Corporation"
265667,5,5,4,4,5,N,28,"Non profit - Corporation"
265668,3,2,3,1,5,N,89,"For profit - Corporation"
265669,3,2,4,3,3,N,60,"For profit - Corporation"
265670,5,3,4,3,5,N,90,"For profit - Corporation"
265672,5,3,4,4,5,N,82,"For profit - Corporation"
265673,3,2,4,4,2,N,58,"Non profit - Corporation"
265674,4,2,4,3,5,N,83,"For profit - Individual"
265676,4,4,1,1,5,N,56,"For profit - Corporation"
265677,3,3,2,2,3,N,74,"Non profit - Corporation"
265678,3,3,2,2,4,N,31,"For profit - Partnership"
265679,1,1,2,1,4,N,87,"For profit - Corporation"
265680,5,4,4,3,5,N,40,"For profit - Corporation"
265681,1,2,1,2,3,N,73,"For profit - Corporation"
265682,3,2,2,1,5,N,74,"For profit - Corporation"
265683,3,3,3,4,2,N,38,"For profit - Corporation"
265688,4,4,4,3,4,N,88,"Non profit - Corporation"
265690,3,3,2,2,4,N,57,"Non profit - Corporation"
265693,1,2,1,1,4,N,106,"For profit - Corporation"
265694,4,3,4,3,3,N,76,"Government - City/county"
265696,3,2,4,4,4,N,68,"For profit - Corporation"
265697,2,1,4,4,4,N,142,"For profit - Corporation"
265698,2,1,4,4,5,N,34,"For profit - Corporation"
265699,2,1,4,4,5,Y,177,"For profit - Corporation"
265700,4,3,4,3,3,N,147,"For profit - Corporation"
265701,3,2,4,3,3,N,80,"For profit - Corporation"
265702,2,2,3,2,2,N,110,"For profit - Corporation"
265703,2,1,2,4,5,N,171,"For profit - Corporation"
265704,3,2,4,4,2,N,61,"For profit - Individual"
265705,4,2,4,4,5,N,56,"Non profit - Other"
265706,5,5,4,4,4,N,33,"For profit - Corporation"
265707,3,3,2,2,4,N,42,"For profit - Corporation"
265708,1,1,3,1,3,N,175,"Government - County"
265709,1,1,3,3,4,N,61,"For profit - Corporation"
265710,2,1,3,3,5,N,87,"For profit - Corporation"
265711,5,4,4,3,5,N,126,"For profit - Corporation"
265712,2,1,4,3,5,N,51,"For profit - Corporation"
265713,5,4,4,2,5,N,65,"Government - County"
265714,5,5,4,3,3,N,49,"For profit - Corporation"
265715,2,1,4,3,2,N,104,"Government - County"
265716,4,3,2,1,5,N,67,"For profit - Corporation"
265717,4,2,4,2,5,N,103,"For profit - Corporation"
265718,2,1,4,4,5,N,34,"Government - County"
265719,1,1,3,2,4,N,67,"For profit - Limited Liability company"
265720,2,1,3,2,5,N,50,"For profit - Individual"
265721,2,1,4,3,5,N,99,"For profit - Limited Liability company"
265725,4,5,5,5,1,N,12,"Government - City"
265727,2,2,2,2,4,N,165,"For profit - Corporation"
265728,5,4,5,5,5,N,30,"For profit - Corporation"
265729,4,3,4,4,3,N,34,"Government - County"
265730,1,1,3,2,3,N,54,"For profit - Corporation"
265731,5,5,4,3,5,N,109,"For profit - Limited Liability company"
265732,3,2,4,4,4,N,61,"For profit - Corporation"
265733,1,1,3,2,4,N,70,"For profit - Corporation"
265734,4,4,1,2,5,N,63,"For profit - Corporation"
265735,5,4,5,5,5,N,49,"Non profit - Corporation"
265736,3,2,3,1,5,N,88,"For profit - Individual"
265737,4,3,4,3,2,N,65,"Non profit - Other"
265738,3,3,3,2,4,N,39,"For profit - Corporation"
265739,2,1,4,4,5,N,36,"For profit - Corporation"
265740,3,3,3,2,4,N,57,"For profit - Individual"
265742,5,5,4,3,5,N,52,"Non profit - Corporation"
265743,3,2,4,3,2,N,75,"For profit - Corporation"
265744,4,3,4,4,2,N,34,"For profit - Corporation"
265745,2,1,4,4,5,N,54,"For profit - Corporation"
265746,5,4,4,4,5,N,43,"For profit - Corporation"
265747,5,4,5,5,4,N,40,"For profit - Individual"
265748,3,3,3,4,4,N,57,"For profit - Corporation"
265749,4,3,4,3,3,N,78,"For profit - Corporation"
265750,4,3,3,2,5,N,72,"For profit - Corporation"
265751,4,2,4,3,5,N,119,"For profit - Corporation"
265752,1,1,4,2,1,N,54,"Government - City/county"
265753,5,5,3,2,4,N,75,"For profit - Corporation"
265754,2,2,3,1,2,N,109,"For profit - Corporation"
265755,3,4,1,1,4,N,36,"Non profit - Corporation"
265756,5,3,4,4,5,N,98,"Non profit - Corporation"
265757,1,1,1,2,4,N,68,"For profit - Corporation"
265758,2,1,4,3,5,N,67,"For profit - Corporation"
265759,4,2,4,4,5,N,80,"Non profit - Church related"
265760,5,5,4,4,4,N,43,"For profit - Corporation"
265761,5,5,4,3,5,N,65,"Government - County"
265762,3,2,3,2,5,N,82,"For profit - Corporation"
265763,4,4,4,3,4,N,34,"Government - County"
265764,5,3,4,3,5,N,180,"Non profit - Corporation"
265765,4,4,4,4,3,N,73,"Non profit - Corporation"
265766,3,2,4,3,4,N,105,"Non profit - Corporation"
265767,4,4,4,3,4,N,56,"Non profit - Church related"
265768,5,4,5,5,4,N,44,"Non profit - Church related"
265769,2,1,1,2,5,N,52,"For profit - Individual"
265770,5,4,5,5,3,N,64,"Non profit - Other"
265771,4,4,4,3,3,N,71,"Government - County"
265772,4,4,4,4,4,N,50,"For profit - Corporation"
265773,4,3,4,3,4,N,21,"Government - County"
265774,2,1,1,1,5,N,74,"For profit - Corporation"
265775,4,4,4,3,4,N,42,"For profit - Individual"
265776,1,1,3,2,4,N,106,"For profit - Corporation"
265777,4,4,4,4,4,N,56,"For profit - Corporation"
265778,4,3,5,5,3,N,39,"For profit - Corporation"
265779,4,3,4,3,4,N,62,"For profit - Corporation"
265780,4,3,4,3,3,N,51,"Government - City/county"
265781,5,4,4,3,5,N,51,"For profit - Corporation"
265782,3,3,3,2,4,N,113,"Non profit - Church related"
265783,4,3,4,4,2,N,57,"For profit - Corporation"
265784,4,3,4,4,3,N,76,"Non profit - Corporation"
265785,5,3,4,3,5,N,63,"For profit - Corporation"
265786,4,4,3,2,4,N,274,"For profit - Corporation"
265787,4,2,4,3,5,N,108,"For profit - Corporation"
265788,4,3,4,2,3,N,59,"Government - County"
265791,5,4,5,5,5,N,26,"Non profit - Corporation"
265792,5,4,3,2,5,N,135,"For profit - Corporation"
265793,2,1,4,3,3,N,40,"Government - County"
265794,5,4,5,5,5,N,18,"Non profit - Church related"
265795,5,3,5,5,5,N,21,"Non profit - Corporation"
265796,4,3,4,4,4,N,39,"For profit - Corporation"
265797,4,3,4,4,4,N,40,"For profit - Individual"
265798,4,3,3,2,5,N,63,"For profit - Corporation"
265799,5,5,4,3,4,N,85,"For profit - Corporation"
265800,4,3,4,3,3,N,68,"Non profit - Corporation"
265801,4,4,3,3,4,N,59,"Non profit - Other"
265802,2,1,4,3,5,N,37,"Non profit - Corporation"
265803,4,4,3,1,4,N,102,"For profit - Corporation"
265804,5,5,4,4,4,N,89,"For profit - Corporation"
265805,4,3,4,5,2,N,22,"Non profit - Church related"
265807,1,1,2,2,4,N,75,"For profit - Corporation"
265808,4,4,0,0,4,N,23,"For profit - Corporation"
265810,5,3,4,4,5,N,56,"For profit - Corporation"
265813,4,4,4,4,4,N,59,"Government - State"
265814,4,3,4,4,4,N,107,"Non profit - Church related"
265816,1,1,4,3,1,N,43,"Government - County"
265817,4,3,2,2,5,N,64,"For profit - Corporation"
265819,5,5,4,4,3,N,32,"For profit - Corporation"
265820,4,4,4,3,4,N,109,"For profit - Partnership"
265821,2,2,2,3,3,N,96,"For profit - Corporation"
265822,2,1,4,3,5,N,156,"For profit - Individual"
265823,3,2,3,2,5,N,134,"For profit - Individual"
265824,4,4,4,3,4,N,116,"For profit - Corporation"
265825,5,4,4,4,5,N,45,"Non profit - Corporation"
265826,5,4,3,2,5,N,48,"Government - County"
265827,3,2,4,4,2,N,78,"For profit - Corporation"
265828,4,3,4,3,4,N,73,"For profit - Corporation"
265829,3,2,2,2,5,N,111,"Non profit - Corporation"
265830,2,1,4,4,4,N,129,"For profit - Individual"
265831,5,3,4,3,5,N,75,"For profit - Partnership"
265832,4,2,4,3,5,N,19,"For profit - Corporation"
265833,5,4,5,5,5,N,32,"Non profit - Corporation"
265834,5,4,4,4,5,N,78,"For profit - Corporation"
265835,4,4,4,2,4,N,67,"For profit - Partnership"
265836,1,1,3,2,4,N,46,"For profit - Corporation"
265837,5,4,4,3,5,N,20,"Non profit - Corporation"
265838,4,3,4,4,3,N,42,"For profit - Corporation"
265839,4,4,2,2,3,N,48,"For profit - Corporation"
265840,5,4,5,5,3,N,75,"For profit - Individual"
265841,5,5,5,5,4,N,35,"Non profit - Corporation"
265842,5,4,5,5,5,N,49,"Non profit - Corporation"
265843,1,1,2,1,3,N,36,"For profit - Partnership"
265844,2,1,4,4,4,N,46,"For profit - Corporation"
265845,4,4,0,0,4,N,174,"Non profit - Corporation"
265846,4,3,5,5,2,N,40,"Government - County"
265847,0,0,0,0,0,N,66,"For profit - Partnership"
265848,0,0,0,0,0,N,2,"For profit - Corporation"
265849,0,0,0,0,0,N,60,"For profit - Corporation"
265850,0,0,0,0,0,N,46,"For profit - Corporation"
26A206,4,4,4,2,3,N,36,"For profit - Corporation"
26A269,5,5,4,5,3,N,36,"Government - City"
26A292,4,4,4,3,4,N,45,"Non profit - Corporation"
26A293,1,1,2,1,4,N,71,"For profit - Corporation"
26A300,5,3,4,5,5,N,14,"Government - County"
26A378,5,4,3,1,5,N,119,"Non profit - Corporation"
26A381,2,1,5,5,2,N,17,"Government - Hospital district"
26A418,3,3,3,2,4,N,46,"For profit - Corporation"
26A443,5,3,5,5,5,N,16,"Non profit - Corporation"
26A469,1,1,3,2,3,N,34,"Government - County"
26A484,5,4,0,0,5,N,13,"Non profit - Corporation"
26A490,3,3,2,1,3,N,48,"For profit - Corporation"
26A494,4,2,4,3,5,N,55,"Non profit - Other"
2.60E+63,5,4,4,4,5,N,64,"For profit - Corporation"
2.60E+74,4,4,4,4,3,N,56,"Non profit - Church related"
2.60E+85,2,1,1,1,5,N,68,"For profit - Corporation"
2.60E+96,2,2,2,1,2,N,71,"For profit - Individual"
2.60E+257,2,2,1,1,5,N,72,"For profit - Corporation"
275012,2,1,5,5,2,N,137,"Non profit - Corporation"
275020,5,3,4,3,5,N,99,"For profit - Corporation"
275021,3,2,4,5,4,N,44,"For profit - Corporation"
275024,3,2,5,5,4,N,175,"Non profit - Corporation"
275025,2,1,5,5,3,N,82,"For profit - Corporation"
275026,1,1,3,3,3,N,156,"For profit - Corporation"
275027,3,2,3,4,5,N,60,"For profit - Partnership"
275029,4,3,4,4,3,N,132,"For profit - Partnership"
275030,4,2,4,3,5,N,93,"For profit - Corporation"
275035,3,2,5,5,3,N,29,"For profit - Corporation"
275039,2,1,4,5,4,Y,44,"For profit - Corporation"
275040,3,3,2,2,2,N,89,"For profit - Corporation"
275043,3,2,4,4,4,N,169,"For profit - Corporation"
275044,2,1,4,4,3,N,62,"For profit - Corporation"
275047,2,1,4,5,3,N,43,"For profit - Corporation"
275049,3,3,3,4,2,N,29,"For profit - Corporation"
275053,3,3,3,4,4,N,47,"For profit - Corporation"
275056,3,2,4,3,4,N,62,"For profit - Corporation"
275060,3,2,4,3,3,N,78,"For profit - Corporation"
275061,4,3,5,5,3,N,27,"Government - City/county"
275062,5,4,5,5,2,N,32,"Government - Hospital district"
275064,4,3,4,5,3,N,46,"Non profit - Corporation"
275065,4,3,4,4,3,N,57,"Non profit - Corporation"
275066,4,3,5,5,3,N,59,"Government - County"
275067,2,2,4,5,1,N,53,"Non profit - Corporation"
275069,5,4,4,4,5,N,27,"For profit - Corporation"
275070,3,3,4,3,1,N,48,"Non profit - Corporation"
275071,3,2,0,0,5,N,29,"Government - Hospital district"
275072,5,4,5,5,5,N,30,"For profit - Corporation"
275073,5,4,5,5,5,N,58,"Non profit - Corporation"
275075,4,2,5,5,5,N,26,"Government - County"
275079,5,5,4,3,4,N,29,"Government - County"
275080,2,1,4,3,4,N,60,"For profit - Individual"
275081,2,1,4,5,3,N,60,"For profit - Individual"
275082,5,4,2,3,5,N,18,"Government - County"
275084,5,5,3,4,3,N,41,"Non profit - Corporation"
275085,4,3,4,5,3,N,22,"Government - Hospital district"
275087,4,2,4,5,5,N,31,"Government - County"
275090,4,3,4,3,3,N,41,"For profit - Partnership"
275091,4,3,5,5,4,N,62,"Non profit - Corporation"
275093,5,4,5,5,2,N,43,"Non profit - Corporation"
275094,5,3,4,4,5,N,57,"For profit - Corporation"
275095,4,5,5,5,1,N,15,"Non profit - Corporation"
275096,3,2,4,4,3,N,27,"For profit - Corporation"
275100,5,4,5,5,2,N,97,"Government - State"
275101,4,4,4,5,4,N,52,"Non profit - Other"
275103,2,2,3,4,4,N,77,"For profit - Corporation"
275104,4,4,4,4,2,N,39,"For profit - Corporation"
275105,5,5,5,5,3,N,16,"Non profit - Corporation"
275106,5,4,4,5,5,N,48,"Non profit - Church related"
275107,4,3,5,5,3,N,26,"Non profit - Corporation"
275109,5,5,4,5,4,N,99,"Non profit - Corporation"
275111,3,3,3,4,4,N,71,"For profit - Corporation"
275112,2,1,4,5,4,N,106,"Non profit - Corporation"
275114,4,3,4,4,2,N,48,"For profit - Corporation"
275115,2,1,4,4,4,N,24,"For profit - Partnership"
275116,4,4,4,5,2,N,17,"Non profit - Corporation"
275119,4,4,4,4,4,N,50,"Non profit - Corporation"
275120,1,1,2,2,4,N,60,"For profit - Corporation"
275121,2,1,5,5,4,N,52,"Non profit - Corporation"
275122,2,1,4,5,2,N,54,"For profit - Corporation"
275123,3,2,4,4,3,N,103,"For profit - Corporation"
275124,4,3,4,4,4,N,51,"For profit - Corporation"
275125,4,3,4,5,4,N,41,"For profit - Corporation"
275126,4,4,0,0,4,N,61,"For profit - Partnership"
275127,4,5,4,4,1,N,37,"Non profit - Corporation"
275129,2,1,4,5,4,N,106,"Non profit - Church related"
275130,4,3,5,5,4,N,31,"Non profit - Corporation"
275131,3,2,5,5,2,N,43,"Non profit - Corporation"
275132,4,3,2,4,5,N,84,"For profit - Corporation"
275133,3,2,5,5,3,N,22,"Non profit - Other"
275134,2,2,2,4,3,N,58,"For profit - Limited Liability company"
275135,3,2,4,3,4,N,51,"For profit - Corporation"
275136,5,5,5,5,4,N,23,"Government - County"
275139,5,4,5,5,4,N,19,"Government - County"
275140,4,3,4,4,3,N,80,"Non profit - Corporation"
275144,3,2,5,5,4,N,67,"Non profit - Corporation"
275147,4,3,5,5,4,N,22,"Government - County"
275148,4,4,4,5,4,N,20,"For profit - Corporation"
275152,5,5,5,5,5,N,12,"Non profit - Corporation"
275153,1,1,4,3,1,N,14,"Non profit - Corporation"
27A052,4,2,5,5,5,N,84,"Government - State"
285002,5,5,4,3,3,N,88,"For profit - Corporation"
285004,5,4,5,5,3,N,113,"Non profit - Other"
285019,5,4,5,5,4,N,228,"Government - County"
285036,5,5,0,0,3,N,9,"Non profit - Corporation"
285049,3,3,3,3,2,N,143,"For profit - Corporation"
285054,1,1,3,3,4,Y,132,"For profit - Corporation"
285055,5,4,4,4,5,N,25,"For profit - Corporation"
285057,5,4,5,5,3,N,206,"Non profit - Corporation"
285058,2,1,4,5,5,N,111,"For profit - Corporation"
285059,3,2,5,5,4,N,90,"Non profit - Corporation"
285062,4,4,4,4,4,N,47,"Non profit - Church related"
285063,4,2,4,3,5,N,54,"For profit - Corporation"
285065,5,4,3,2,5,N,41,"Non profit - Corporation"
285066,3,2,4,4,2,N,72,"For profit - Corporation"
285067,5,4,4,3,5,N,83,"Non profit - Corporation"
285071,4,3,4,4,4,N,88,"For profit - Corporation"
285072,3,2,4,3,4,N,138,"Non profit - Corporation"
285073,3,2,4,5,4,N,25,"Government - City"
285074,5,5,4,3,5,N,72,"For profit - Corporation"
285076,4,3,5,5,4,N,62,"For profit - Corporation"
285078,2,1,2,1,5,N,165,"For profit - Corporation"
285080,2,1,4,4,3,N,93,"Government - County"
285081,5,5,0,0,5,N,17,"Non profit - Church related"
285082,2,2,2,4,3,N,52,"For profit - Corporation"
285083,2,1,4,4,4,N,118,"For profit - Corporation"
285084,4,3,5,5,3,N,17,"Non profit - Corporation"
285085,2,1,4,5,4,N,147,"Non profit - Corporation"
285087,5,5,4,3,2,N,80,"For profit - Corporation"
285088,4,4,4,5,3,N,31,"For profit - Corporation"
285089,5,4,5,5,5,N,89,"For profit - Corporation"
285090,2,1,4,5,3,N,26,"For profit - Corporation"
285091,2,1,3,3,5,N,43,"For profit - Corporation"
285092,4,3,3,4,5,N,113,"For profit - Corporation"
285093,4,4,2,2,4,N,61,"For profit - Corporation"
285094,1,1,1,1,3,N,51,"For profit - Corporation"
285095,1,1,2,3,3,N,114,"For profit - Corporation"
285096,5,4,4,5,5,N,25,"For profit - Corporation"
285097,2,2,3,4,3,N,79,"For profit - Corporation"
285098,2,1,4,5,5,N,100,"Non profit - Corporation"
285101,3,2,4,4,4,N,44,"For profit - Corporation"
285102,4,4,3,2,4,N,64,"Government - City"
285103,2,2,2,2,4,N,103,"For profit - Corporation"
285104,3,3,3,3,4,N,94,"For profit - Corporation"
285105,1,1,3,3,4,N,55,"For profit - Corporation"
285106,3,3,3,3,4,N,67,"For profit - Corporation"
285107,1,1,1,1,2,N,57,"For profit - Corporation"
285108,3,3,3,4,3,N,71,"For profit - Corporation"
285109,4,4,4,5,4,N,50,"For profit - Corporation"
285110,4,3,3,4,5,N,43,"For profit - Corporation"
285111,2,1,4,5,5,N,21,"For profit - Corporation"
285112,3,3,3,3,2,N,71,"Non profit - Corporation"
285113,2,1,4,3,3,N,31,"For profit - Corporation"
285114,4,4,2,3,3,N,49,"For profit - Corporation"
285115,2,3,1,2,4,N,67,"For profit - Corporation"
285116,5,5,4,3,5,N,31,"For profit - Corporation"
285117,1,1,1,2,4,N,60,"For profit - Corporation"
285118,5,3,4,4,5,N,35,"For profit - Corporation"
285119,5,4,4,5,5,N,88,"Government - County"
285120,2,2,1,1,5,N,48,"For profit - Corporation"
285124,3,2,2,2,5,N,55,"For profit - Corporation"
285126,5,5,4,3,4,N,50,"For profit - Corporation"
285127,4,2,5,5,5,N,94,"For profit - Corporation"
285130,5,3,4,4,5,N,63,"For profit - Corporation"
285131,5,5,4,3,4,N,111,"Non profit - Corporation"
285132,5,5,4,4,4,N,47,"For profit - Corporation"
285133,4,2,5,5,5,N,101,"For profit - Corporation"
285134,2,2,3,4,4,N,96,"For profit - Corporation"
285135,3,2,4,5,4,N,40,"For profit - Corporation"
285137,1,2,1,1,3,N,100,"For profit - Individual"
285138,5,5,4,3,5,N,65,"Non profit - Corporation"
285139,1,1,3,4,2,N,43,"For profit - Corporation"
285140,1,1,3,4,3,N,71,"For profit - Corporation"
285141,2,1,4,4,4,N,53,"For profit - Corporation"
285142,1,1,3,5,1,N,27,"For profit - Corporation"
285143,3,2,4,5,3,N,49,"For profit - Corporation"
285144,2,1,4,3,5,N,31,"For profit - Corporation"
285146,2,1,2,4,5,N,57,"For profit - Corporation"
285147,5,4,2,2,5,N,61,"For profit - Corporation"
285148,2,1,4,4,5,N,79,"Non profit - Corporation"
285149,3,2,4,3,4,N,126,"Non profit - Corporation"
285150,3,2,4,5,4,N,25,"For profit - Corporation"
285151,4,2,5,5,5,N,36,"Government - City"
285152,3,3,3,4,4,N,38,"For profit - Corporation"
285153,2,1,4,5,4,N,24,"For profit - Corporation"
285154,3,4,4,4,1,N,26,"For profit - Corporation"
285156,3,2,4,4,3,N,41,"Non profit - Corporation"
285157,5,5,3,4,3,N,32,"For profit - Corporation"
285158,3,2,4,5,2,N,44,"For profit - Corporation"
285159,1,1,1,2,3,N,39,"For profit - Corporation"
285160,5,3,5,5,5,N,69,"Non profit - Corporation"
285161,3,2,4,4,3,N,30,"For profit - Corporation"
285163,5,4,4,4,5,N,46,"For profit - Corporation"
285164,5,5,0,0,5,N,25,"For profit - Corporation"
285165,2,1,4,3,5,N,49,"For profit - Corporation"
285166,3,2,2,4,5,N,48,"For profit - Corporation"
285167,5,5,5,5,3,N,7,"Non profit - Other"
285170,2,2,3,3,4,N,50,"For profit - Corporation"
285172,5,4,4,4,5,N,43,"Government - City"
285173,2,1,4,3,4,N,100,"Non profit - Corporation"
285174,1,1,0,0,4,N,43,"Non profit - Church related"
285175,5,3,4,5,5,N,29,"Non profit - Corporation"
285176,2,3,2,4,1,N,48,"Non profit - Corporation"
285177,2,1,4,5,5,N,45,"Non profit - Corporation"
285178,2,1,4,3,3,N,25,"Government - City"
285180,4,2,4,5,5,N,24,"For profit - Corporation"
285183,5,4,4,5,5,N,33,"For profit - Corporation"
285185,5,3,4,4,5,N,35,"Non profit - Corporation"
285186,4,4,4,5,4,N,36,"Government - Hospital district"
285187,4,2,4,4,5,N,55,"Non profit - Corporation"
285189,4,3,4,5,3,N,58,"Non profit - Corporation"
285190,4,3,5,5,2,N,37,"Government - City"
285191,4,3,4,3,3,N,38,"For profit - Corporation"
285192,4,2,4,4,5,N,48,"Non profit - Corporation"
285193,3,2,4,4,2,N,39,"Non profit - Corporation"
285195,4,3,4,3,4,N,35,"Non profit - Corporation"
285196,3,2,4,3,4,N,36,"Non profit - Corporation"
285197,5,3,4,4,5,N,55,"Non profit - Corporation"
285198,5,5,3,3,3,N,56,"Non profit - Corporation"
285200,1,1,4,5,1,N,31,"Non profit - Corporation"
285201,5,4,2,2,5,N,42,"For profit - Corporation"
285202,5,3,4,5,5,N,37,"Non profit - Corporation"
285203,4,3,4,3,3,N,75,"Non profit - Corporation"
285204,5,5,4,3,3,N,32,"For profit - Corporation"
285206,5,4,4,4,5,N,38,"Government - City"
285207,5,4,5,5,3,N,54,"Government - City/county"
285208,4,3,4,4,4,N,42,"Government - City/county"
285209,5,4,5,5,4,N,36,"Government - City"
285210,3,2,4,3,2,N,67,"Non profit - Corporation"
285212,3,2,4,3,4,N,48,"Government - City"
285213,5,3,4,3,5,N,37,"Non profit - Corporation"
285215,4,3,4,4,4,N,39,"Government - City"
285216,4,2,4,4,5,N,68,"Non profit - Other"
285217,5,4,4,4,5,N,43,"For profit - Corporation"
285218,2,1,4,4,3,N,47,"For profit - Corporation"
285219,5,5,5,5,5,N,98,"Government - County"
285220,3,2,4,3,2,N,33,"Government - City/county"
285221,4,3,4,3,3,N,67,"For profit - Corporation"
285222,5,5,4,5,4,N,34,"For profit - Corporation"
285224,4,3,4,4,4,N,36,"Government - City"
285225,4,3,4,4,4,N,25,"For profit - Corporation"
285226,5,4,5,5,5,N,43,"For profit - Corporation"
285228,4,4,4,4,4,N,57,"For profit - Corporation"
285229,5,4,4,4,5,N,32,"For profit - Corporation"
285230,5,5,4,4,5,N,60,"For profit - Corporation"
285231,4,3,5,5,4,N,76,"For profit - Corporation"
285232,3,4,1,1,4,N,66,"For profit - Corporation"
285235,4,3,4,5,4,N,41,"For profit - Corporation"
285237,3,3,3,3,2,N,44,"For profit - Corporation"
285238,1,1,3,4,4,N,89,"Non profit - Corporation"
285239,3,2,5,5,4,N,35,"For profit - Corporation"
285240,4,3,4,4,4,N,56,"For profit - Corporation"
285241,2,2,3,3,3,N,33,"Non profit - Corporation"
285242,4,3,5,5,4,N,126,"For profit - Corporation"
285243,4,4,4,4,4,N,41,"For profit - Corporation"
285245,5,4,4,5,5,N,36,"Government - City"
285246,3,2,4,3,3,N,79,"Non profit - Church related"
285247,3,3,3,3,3,N,51,"For profit - Corporation"
285248,5,5,4,3,5,N,37,"Government - City"
285249,5,3,4,4,5,N,54,"Non profit - Corporation"
285250,4,2,4,5,5,N,18,"Government - City"
285251,5,4,5,5,4,N,85,"For profit - Corporation"
285252,3,2,5,5,4,N,38,"Government - City"
285253,3,2,5,5,3,N,30,"Government - City"
285254,4,4,4,4,4,N,51,"Non profit - Corporation"
285256,2,1,4,5,2,N,41,"Government - County"
285257,4,3,4,4,4,N,49,"Non profit - Corporation"
285258,5,3,4,5,5,N,15,"Government - City"
285259,5,5,5,5,3,N,41,"Non profit - Corporation"
285260,2,1,4,4,2,N,42,"Government - City/county"
285261,5,4,5,5,5,N,23,"Government - City"
285262,5,5,4,4,4,N,69,"For profit - Corporation"
285263,2,1,4,3,4,N,55,"Government - County"
285265,3,2,3,2,5,N,30,"Government - City"
285266,5,4,5,5,4,N,70,"For profit - Corporation"
285267,5,4,4,5,5,N,58,"Government - City/county"
285268,5,3,5,5,5,N,103,"For profit - Corporation"
285269,4,2,4,3,5,N,22,"Government - City"
285270,3,2,4,4,4,N,46,"Non profit - Church related"
285271,3,2,4,4,4,N,44,"Non profit - Corporation"
285272,5,3,5,5,5,N,32,"Government - City"
285273,4,4,4,4,3,N,32,"Government - City"
285274,2,1,5,5,5,N,41,"For profit - Corporation"
285275,4,4,4,3,4,N,214,"For profit - Corporation"
285276,5,4,5,5,4,N,118,"For profit - Corporation"
285277,2,1,5,5,4,N,21,"Non profit - Other"
285278,5,4,5,5,4,N,91,"For profit - Corporation"
285279,5,5,4,4,5,N,61,"For profit - Corporation"
285280,5,4,5,5,5,N,28,"Non profit - Corporation"
285281,4,4,3,3,2,N,38,"Government - City"
285282,4,4,4,4,4,N,37,"Non profit - Corporation"
285283,5,5,5,5,5,N,39,"Non profit - Church related"
285284,5,3,4,4,5,N,45,"Non profit - Corporation"
285285,5,4,5,5,4,N,28,"Non profit - Corporation"
285286,4,4,4,3,4,N,20,"Government - City"
285287,2,1,4,3,3,N,48,"Government - City"
285288,0,0,0,0,0,N,7,"Non profit - Corporation"
285289,0,0,0,0,0,N,1,"For profit - Corporation"
285290,0,0,0,0,0,N,51,"Non profit - Corporation"
285291,0,0,0,0,0,N,4,"For profit - Corporation"
28A050,4,3,4,4,4,N,25,"Government - County"
28A056,4,2,5,5,5,N,32,"Non profit - Corporation"
28A060,5,4,0,0,5,N,101,"Non profit - Corporation"
28A065,3,2,5,5,3,N,15,"For profit - Individual"
2.80E+57,5,3,5,5,5,N,31,"Government - City"
2.80E+174,2,1,5,5,4,N,38,"Non profit - Corporation"
2.80E+176,2,1,4,5,4,N,26,"Government - Hospital district"
